"id","word","count","count_n","count_h","count_u"
"7219","sacmaliklarla","5","2","1","2"
"7254","aglak","5","0","4","1"
"7268","paylastigi","5","2","1","2"
"7297","kutuya","5","2","2","1"
"7298","sevap","5","2","3","0"
"7317","basliyorlar","5","3","0","2"
"7319","yakisiyor","5","0","3","2"
"7342","intihara","5","2","1","2"
"7380","problemli","5","3","0","2"
"7443","kacirdim","5","2","1","2"
"7455","emine","5","2","1","2"
"7458","tarifi","5","3","1","1"
"7468","pirinc","5","0","3","2"
"7477","inandirsin","5","2","2","1"
"7494","temkinli","5","3","1","1"
"7500","oturmak","5","3","0","2"
"7515","sarimsak","5","1","2","2"
"7553","nihai","5","2","0","3"
"7593","kasip","5","2","1","2"
"7649","apar","5","2","0","3"
"7650","topar","5","2","0","3"
"7656","fasulye","5","2","1","2"
"7733","yapabilirsiniz","5","4","0","1"
"7734","varos","5","2","2","1"
"7754","geciyoruz","5","2","2","1"
"7782","baharat","5","4","0","1"
"7800","bimde","5","2","3","0"
"7809","parasal","5","4","0","1"
"7833","koyuyoruz","5","2","2","1"
"3470","dogruya","5","5","0","0"
"3486","adaletli","5","0","3","2"
"3494","uygundur","5","3","1","1"
"3566","dayinin","5","1","2","2"
"3584","ellerinin","5","4","0","1"
"3590","yapmalari","5","2","1","2"
"3657","kiytirik","5","2","2","1"
"3669","koalisyonu","5","2","0","3"
"3724","tercihleri","5","4","1","0"
"3728","degisken","5","3","2","0"
"3756","ikram","5","1","3","1"
"3766","sasirmis","5","1","2","2"
"3786","fren","5","3","2","0"
"3790","ahh","5","3","2","0"
"3791","saniyesinde","5","1","4","0"
"3839","yorucu","5","3","2","0"
"3840","20li","5","3","1","1"
"3842","tiplerle","5","3","1","1"
"3845","gorurken","5","3","2","0"
"3855","kurumlarina","5","3","2","0"
"3865","luzumsuz","5","4","1","0"
"3920","edilmesine","5","2","1","2"
"3929","konusunca","5","2","0","3"
"3944","vermemistir","5","2","2","1"
"3973","elestirisi","5","3","0","2"
"3983","triplerine","5","2","1","2"
"4000","akilda","5","3","2","0"
"4009","asya","5","2","2","1"
"4023","teorileri","5","2","1","2"
"4027","koli","5","2","2","1"
"4070","bebe","5","1","2","2"
"4099","hot","5","3","2","0"
"4116","karanfil","5","3","1","1"
"4160","agaoglu","5","2","2","1"
"4174","demiyoruz","5","1","2","2"
"4183","kitabina","5","2","1","2"
"4184","duymuyorum","5","2","2","1"
"4196","yayinlayan","5","1","2","2"
"4222","ceviri","5","2","2","1"
"4226","christian","5","3","2","0"
"4242","sinemada","5","4","1","0"
"4274","kutuk","5","3","1","1"
"4328","eskiya","5","2","1","2"
"4331","kirilgan","5","3","0","2"
"4352","yoneticinin","5","3","1","1"
"4353","kariyerini","5","3","2","0"
"4367","aradigim","5","3","2","0"
"4381","gelisim","5","1","2","2"
"4384","begenmis","5","3","1","1"
"4406","atayim","5","3","1","1"
"4434","cakti","5","2","2","1"
"4444","okuyayim","5","2","1","2"
"4456","parada","5","2","1","2"
"4459","memnunum","5","4","1","0"
"62760","sanli","5","3","2","0"
"62824","dairesi","5","3","1","1"
"62957","sayiliyor","5","3","1","1"
"63110","vucudunu","5","1","2","2"
"63251","benzinli","5","3","0","2"
"63389","alinabilir","5","0","4","1"
"63607","sorunumuz","5","3","0","2"
"63625","tvnin","5","2","1","2"
"63786","yasananlarin","5","1","1","3"
"63808","dayanamadi","5","0","3","2"
"63821","oldurduler","5","3","1","1"
"67226","hatlari","5","2","3","0"
"67524","kanzukun","5","4","1","0"
"67526","reklamlar","5","4","0","1"
"67691","mecnunun","5","2","3","0"
"68258","ulkende","5","2","1","2"
"69460","muamele","5","3","1","1"
"69470","ucmus","5","2","1","2"
"69600","makara","5","3","1","1"
"69618","soruda","5","2","1","2"
"69626","istegim","5","2","2","1"
"69656","yarismaya","5","3","1","1"
"69666","yarismaci","5","3","2","0"
"69711","sorularla","5","3","2","0"
"69963","sampiyonlugunu","5","4","1","0"
"70023","acemi","5","1","4","0"
"70202","karaktere","5","4","0","1"
"70442","bense","5","2","1","2"
"70479","bekleyerek","5","2","1","2"
"70514","kooperatif","5","2","0","3"
"64990","getirilir","5","2","2","1"
"65084","idamin","5","3","0","2"
"65103","kamuoyunu","5","2","1","2"
"65176","calistirip","5","5","0","0"
"65295","dogruluk","5","3","2","0"
"65461","meclisin","5","0","1","4"
"65615","bizimkilere","5","2","2","1"
"65626","kilikli","5","2","2","1"
"65780","ricam","5","2","2","1"
"65783","sorularina","5","3","1","1"
"65846","uzulur","5","4","0","1"
"65877","beridir","5","3","1","1"
"65885","oyunlarin","5","3","1","1"
"65975","caga","5","2","1","2"
"68356","adettendir","5","1","4","0"
"68446","uygulamasi","5","2","1","2"
"68532","tenezzul","5","3","2","0"
"68598","etsen","5","2","1","2"
"68969","demeyen","5","1","3","1"
"69233","gunay","5","4","1","0"
"69353","ruhsal","5","1","3","1"
"69356","yasanmasi","5","1","2","2"
"66133","yavuz","5","2","3","0"
"66215","utopik","5","3","1","1"
"66216","yaklasim","5","3","2","0"
"66260","demirel","5","3","2","0"
"66536","karda","5","3","1","1"
"66839","bulundugun","5","1","3","1"
"66859","artislik","5","2","2","1"
"66975","fiyatini","5","2","1","2"
"67037","cikarirlar","5","2","2","1"
"67195","ugurda","5","4","1","0"
"63847","basvuru","5","2","2","1"
"63895","edemezsin","5","0","1","4"
"63927","yazana","5","0","1","4"
"63930","bide","5","2","2","1"
"63968","degerlendirme","5","2","2","1"
"64028","inanirim","5","2","2","1"
"64159","cikartiyor","5","2","1","2"
"64163","rengine","5","4","1","0"
"64374","sisli","5","3","0","2"
"64639","tahlil","5","3","1","1"
"64731","furkân","5","4","1","0"
"17936","giyiyoruz","5","3","0","2"
"17937","seffaf","5","3","1","1"
"17939","canlaniyor","5","2","1","2"
"17961","beyninizi","5","2","1","2"
"17972","persembe","5","2","2","1"
"18019","samsun","5","2","2","1"
"18026","elazig","5","2","1","2"
"18049","dilleri","5","1","1","3"
"18058","italyanca","5","1","3","1"
"18065","175","5","2","1","2"
"18067","iphone","5","3","2","0"
"18080","chrome","5","3","2","0"
"18082","opera","5","2","2","1"
"18113","kablo","5","3","2","0"
"18118","motorlari","5","3","2","0"
"18143","michael","5","2","3","0"
"18178","bar","5","2","1","2"
"18202","focus","5","3","1","1"
"18206","little","5","1","3","1"
"18213","engelleme","5","3","1","1"
"18257","piskin","5","2","3","0"
"18281","game","5","5","0","0"
"18301","kanallarinda","5","2","3","0"
"18312","vatandasligina","5","1","1","3"
"18322","hoslanan","5","2","0","3"
"18333","ucakta","5","3","0","2"
"18344","sevilen","5","2","2","1"
"18363","teorisi","5","5","0","0"
"18379","nuri","5","3","1","1"
"18419","alanlarda","5","3","2","0"
"18444","sozluke","5","5","0","0"
"18467","barbar","5","3","0","2"
"18468","mudahele","5","2","1","2"
"18500","barcelonaya","5","4","0","1"
"18573","atletico","5","4","1","0"
"18589","kendisidir","5","3","2","0"
"18613","ayyuka","5","3","1","1"
"18633","oynadiklari","5","1","2","2"
"18636","stoch","5","4","1","0"
"18670","cukur","5","2","3","0"
"18683","ikisinden","5","2","2","1"
"18700","izniyle","5","2","1","2"
"18711","cikaracak","5","1","3","1"
"18742","sureligine","5","4","0","1"
"18753","anlayamadim","5","1","1","3"
"18763","house","5","3","1","1"
"18792","01","5","4","1","0"
"18874","milyonlarin","5","1","3","1"
"18914","tazminati","5","4","1","0"
"18930","sam","5","2","1","2"
"18936","linkini","5","3","1","1"
"18950","young","5","4","1","0"
"18966","dediklerine","5","3","1","1"
"18968","tartisalim","5","2","1","2"
"18981","konusmasinda","5","3","2","0"
"19027","yasamadan","5","1","1","3"
"15696","yasadigini","5","4","1","0"
"15721","sorgulamaya","5","1","0","4"
"15722","baslamistim","5","3","1","1"
"15733","kalkmasin","5","3","1","1"
"15739","kampanyalar","5","1","1","3"
"15791","birakmam","5","3","0","2"
"15832","nesli","5","3","1","1"
"15856","seciliyor","5","1","0","4"
"15910","durumdalar","5","1","1","3"
"15911","konularin","5","1","3","1"
"15921","kadikoyde","5","4","1","0"
"15924","tumuyle","5","1","3","1"
"15926","tehditler","5","1","1","3"
"15941","gss","5","2","0","3"
"15947","kina","5","2","0","3"
"15961","verecegiz","5","5","0","0"
"16017","masal","5","3","1","1"
"16032","yasadiginiz","5","2","3","0"
"16046","girdiginiz","5","3","2","0"
"16063","yasayi","5","2","2","1"
"16071","minicik","5","1","3","1"
"16144","iclerine","5","2","3","0"
"16184","eviniz","5","1","3","1"
"16189","duyarsiniz","5","4","1","0"
"16198","atlatip","5","4","1","0"
"16205","oss","5","0","3","2"
"16208","uykusuz","5","1","2","2"
"16219","taksime","5","3","1","1"
"16232","ucretleri","5","2","1","2"
"16292","ideoloji","5","1","4","0"
"16295","politikalar","5","2","1","2"
"16321","okullar","5","0","4","1"
"16324","uyelerini","5","2","1","2"
"16362","basiretsiz","5","3","2","0"
"16399","silip","5","3","2","0"
"16425","ayrilirken","5","2","0","3"
"16457","yanlarina","5","1","1","3"
"16502","dogup","5","4","0","1"
"16554","varolus","5","3","1","1"
"16556","unutmus","5","1","2","2"
"16603","yasamanin","5","2","2","1"
"16651","etkileyen","5","5","0","0"
"16668","sarabi","5","4","0","1"
"16678","huzursuz","5","3","0","2"
"16686","buldukca","5","2","1","2"
"16690","sinirinda","5","3","1","1"
"16717","alemi","5","1","1","3"
"16725","alinmaya","5","3","1","1"
"16736","oneriyorum","5","3","1","1"
"16745","destegini","5","2","2","1"
"16784","imparatorluk","5","2","2","1"
"16787","imparatorlugu","5","1","4","0"
"16793","dinamik","5","4","1","0"
"16800","eki","5","4","0","1"
"22414","bilse","5","2","3","0"
"22420","almakta","5","1","3","1"
"22453","fikrin","5","1","2","2"
"22487","baskili","5","3","1","1"
"22494","gittigin","5","3","2","0"
"22502","gri","5","1","3","1"
"22520","mor","5","2","2","1"
"22527","giyme","5","2","3","0"
"22560","fit","5","3","2","0"
"22605","bulunmasi","5","0","4","1"
"22610","cekiyorsun","5","2","1","2"
"22612","tatilde","5","0","4","1"
"22662","onerisi","5","2","2","1"
"22703","otobusler","5","4","1","0"
"22749","kesime","5","1","1","3"
"22765","mekanlarda","5","3","2","0"
"22767","evlerde","5","3","2","0"
"22789","abazan","5","3","1","1"
"22807","boynu","5","3","2","0"
"22859","geceyim","5","4","1","0"
"22860","fare","5","3","1","1"
"22862","ayakkabilar","5","0","3","2"
"22874","sikin","5","1","1","3"
"22894","sokaklari","5","0","4","1"
"22929","hatuna","5","2","1","2"
"22938","killari","5","2","2","1"
"22986","mesleki","5","3","2","0"
"23026","sole","5","1","3","1"
"23042","duyup","5","4","0","1"
"23063","durmuyor","5","1","2","2"
"23088","geziyorum","5","3","2","0"
"23093","efendime","5","2","2","1"
"23135","erkekte","5","4","1","0"
"23161","gostersin","5","4","1","0"
"23211","yeminlen","5","2","2","1"
"23224","sese","5","2","3","0"
"23289","oynayamaz","5","5","0","0"
"23310","kadrosunda","5","3","2","0"
"23325","cocugumu","5","2","2","1"
"23326","keserim","5","3","1","1"
"23341","king","5","5","0","0"
"23350","roberto","5","5","0","0"
"23356","anelka","5","3","1","1"
"23434","bonservis","5","5","0","0"
"23447","performansini","5","4","0","1"
"23458","alamayiz","5","1","2","2"
"23516","kariyerinde","5","3","2","0"
"19047","faiziyle","5","2","0","3"
"19064","verirsen","5","4","0","1"
"19085","alelade","5","2","0","3"
"19091","beklendigi","5","3","0","2"
"19135","satilik","5","4","0","1"
"19185","atiyordu","5","4","0","1"
"19194","yansitan","5","4","0","1"
"19211","konulu","5","2","2","1"
"19212","komiklikler","5","3","2","0"
"19221","marsi","5","1","1","3"
"19264","roket","5","2","1","2"
"19268","tiplerin","5","1","1","3"
"19286","avni","5","4","0","1"
"19301","yasanmaz","5","1","2","2"
"19336","cizgisine","5","3","0","2"
"19396","sirasini","5","2","2","1"
"19401","laftan","5","3","1","1"
"19406","megerse","5","0","3","2"
"19418","arkama","5","1","2","2"
"19420","ivir","5","1","3","1"
"19463","yedigim","5","2","3","0"
"19465","rezalettir","5","3","1","1"
"19492","edebilmek","5","2","2","1"
"19532","itti","5","2","1","2"
"19566","agzim","5","1","2","2"
"19568","geldigimi","5","1","3","1"
"19572","ilerliyor","5","4","1","0"
"19587","ukala","5","2","2","1"
"19594","arkamda","5","0","4","1"
"19617","caldigi","5","0","4","1"
"19642","yiyebilirsiniz","5","3","2","0"
"19648","almisim","5","0","2","3"
"19652","doktorun","5","2","1","2"
"19661","insanimiz","5","3","1","1"
"19679","yuruyup","5","3","1","1"
"19723","2si","5","1","2","2"
"19761","duyuyorlar","5","3","1","1"
"19762","fotograftaki","5","4","0","1"
"19782","simit","5","3","1","1"
"19783","ferrari","5","3","1","1"
"19800","goremezsiniz","5","3","2","0"
"19860","cocugumuz","5","1","2","2"
"19866","poz","5","2","1","2"
"19888","ilerisi","5","4","0","1"
"19910","ahi","5","1","2","2"
"19939","baslarlar","5","2","3","0"
"19940","baskalarina","5","2","1","2"
"19972","yagdi","5","2","3","0"
"19988","yemedigi","5","2","1","2"
"19990","kaba","5","4","0","1"
"20012","anlayacagi","5","3","0","2"
"20015","gorunuse","5","3","2","0"
"20041","sayiyor","5","2","1","2"
"20125","sikiyorlar","5","2","0","3"
"20135","kadinda","5","3","2","0"
"20150","direkten","5","3","1","1"
"20173","koyiim","5","2","2","1"
"20249","moralini","5","4","1","0"
"20314","azalir","5","3","1","1"
"20326","yonetiminde","5","4","1","0"
"20383","atiyorsunuz","5","3","1","1"
"20406","prenses","5","3","2","0"
"20423","ustten","5","3","0","2"
"20438","hareketle","5","4","1","0"
"20442","aglara","5","4","0","1"
"20445","ekrana","5","4","0","1"
"20456","taraftarlarin","5","5","0","0"
"20468","istekli","5","4","0","1"
"20477","olmasiyla","5","1","2","2"
"20510","polat","5","5","0","0"
"20522","denilecek","5","3","2","0"
"20542","yaramayan","5","3","0","2"
"20557","koltugunda","5","4","0","1"
"20560","kriterleri","5","5","0","0"
"20596","baslarim","5","3","1","1"
"20599","ediyorduk","5","5","0","0"
"20615","kazanacagi","5","3","2","0"
"20618","metreden","5","2","3","0"
"20627","nicki","5","2","2","1"
"20642","geliyormus","5","1","3","1"
"20685","yalakasi","5","2","1","2"
"20687","birseyi","5","4","1","0"
"20707","saymakla","5","3","1","1"
"20713","etine","5","4","0","1"
"20717","calisiliyor","5","2","1","2"
"20719","hatirlatalim","5","3","2","0"
"20735","anladiniz","5","4","1","0"
"20744","yeryuzunde","5","3","1","1"
"20807","inis","5","1","2","2"
"20821","diyolar","5","1","4","0"
"20825","iyiymis","5","3","2","0"
"20855","tanimadan","5","0","4","1"
"20864","saldirir","5","1","1","3"
"20881","balkan","5","2","2","1"
"20896","yunanistana","5","2","1","2"
"20903","karakol","5","2","0","3"
"20934","olmeyi","5","5","0","0"
"20936","bordo","5","3","0","2"
"20942","cocuklugu","5","3","0","2"
"20951","destekli","5","4","0","1"
"20954","sokarim","5","4","1","0"
"20955","picler","5","2","1","2"
"20963","azcik","5","2","3","0"
"20975","namina","5","4","1","0"
"20977","unsur","5","3","0","2"
"20988","diplomatik","5","2","1","2"
"20993","uzerlerine","5","3","1","1"
"21007","osmanliyi","5","2","1","2"
"21008","padisahi","5","1","2","2"
"21030","gerizekalidir","5","3","0","2"
"21049","aramayi","5","0","0","5"
"21053","pozisyondan","5","1","1","3"
"21057","futbolculara","5","2","1","2"
"21073","alamamis","5","3","0","2"
"21085","cikmamasi","5","2","2","1"
"21090","yudum","5","2","1","2"
"21114","anlamlar","5","1","2","2"
"21122","oturdugun","5","3","1","1"
"21127","gecinip","5","1","1","3"
"21132","sandalye","5","3","1","1"
"21133","atmislar","5","3","1","1"
"21159","umuyorum","5","3","2","0"
"21167","saatlerdir","5","3","2","0"
"21191","karadenizli","5","3","0","2"
"21200","ismine","5","4","0","1"
"21203","uygulamanin","5","2","2","1"
"21233","sahadan","5","2","2","1"
"21238","amcalar","5","3","1","1"
"21263","manuel","5","4","0","1"
"21269","pozisyonunda","5","5","0","0"
"21277","yaziyordu","5","5","0","0"
"16803","hirsizlar","5","3","0","2"
"16824","geleyim","5","3","1","1"
"16842","goturecek","5","1","3","1"
"16849","ugrasamam","5","4","0","1"
"16852","saygim","5","3","1","1"
"16855","kararli","5","2","2","1"
"16856","polisle","5","4","1","0"
"16859","fen","5","3","1","1"
"16864","ataturku","5","3","1","1"
"16898","vicik","5","3","1","1"
"16901","ikamet","5","2","2","1"
"16960","ihtimalleri","5","2","1","2"
"16971","digerini","5","0","2","3"
"16972","arayarak","5","1","1","3"
"17006","buyutmek","5","3","1","1"
"17020","biliyosun","5","5","0","0"
"17040","yurtdisindan","5","2","2","1"
"17054","kalitede","5","4","0","1"
"17075","kok","5","2","2","1"
"17091","vallaha","5","3","0","2"
"17101","ailen","5","2","2","1"
"17130","teyzelerin","5","2","1","2"
"17221","dilsiz","5","0","4","1"
"17227","kombi","5","4","1","0"
"17259","durma","5","2","3","0"
"17291","1900","5","3","1","1"
"17293","2300","5","3","1","1"
"17321","havanin","5","1","4","0"
"17329","hazirlamak","5","1","4","0"
"17344","isitan","5","2","3","0"
"17355","ekimde","5","4","0","1"
"17375","yenilenebilir","5","3","1","1"
"17383","oturdugum","5","1","2","2"
"17384","katiyen","5","4","1","0"
"17447","yapisal","5","3","2","0"
"17486","degisimin","5","3","1","1"
"17487","nitelikli","5","4","1","0"
"17531","aciyoruz","5","2","1","2"
"17539","istedigimde","5","3","1","1"
"17560","pazara","5","4","0","1"
"17564","yapildiginda","5","3","0","2"
"17568","karariyla","5","2","3","0"
"17569","yazilanlara","5","3","1","1"
"17589","kapagini","5","3","2","0"
"17609","vardim","5","2","3","0"
"17634","kaca","5","2","2","1"
"17656","olucam","5","3","2","0"
"17663","arabadan","5","3","1","1"
"17700","minvalde","5","3","1","1"
"17717","soylemem","5","1","1","3"
"17762","surmez","5","2","1","2"
"17780","1995","5","1","3","1"
"17816","gerceklestigini","5","2","1","2"
"17823","back","5","2","2","1"
"17828","sonuclara","5","1","1","3"
"17839","tasvip","5","2","2","1"
"17868","acilardan","5","2","2","1"
"17882","yaratmis","5","1","2","2"
"17890","kodu","5","1","2","2"
"17917","siktiriboktan","5","1","2","2"
"21338","pektemek","5","4","1","0"
"21342","ulen","5","3","2","0"
"21363","eboueye","5","5","0","0"
"21374","kitlesi","5","3","1","1"
"21407","uydu","5","3","1","1"
"21433","karsida","5","3","2","0"
"21435","anlayamamis","5","2","1","2"
"21509","sanarak","5","3","2","0"
"21538","degerinde","5","2","2","1"
"21553","etmeli","5","3","2","0"
"21586","leblebi","5","2","2","1"
"21598","agirlik","5","3","1","1"
"21611","moderasyon","5","2","2","1"
"21619","tutulma","5","4","1","0"
"21641","stadini","5","4","1","0"
"21654","halkimiz","5","1","1","3"
"21666","istemisti","5","4","0","1"
"21692","garibi","5","4","1","0"
"21728","gecmezdi","5","3","1","1"
"21793","megersem","5","3","1","1"
"21802","seyrederek","5","3","1","1"
"21851","gonderme","5","2","3","0"
"21895","turkcell","5","4","1","0"
"21907","dogasi","5","2","0","3"
"21929","3g","5","4","0","1"
"21936","mobil","5","3","1","1"
"21990","olmamasinin","5","3","0","2"
"22057","dagitiyor","5","4","1","0"
"22062","lt","5","3","1","1"
"22106","uygulamasini","5","3","1","1"
"22117","cengiz","5","3","0","2"
"22118","alirsa","5","3","0","2"
"22122","kullanilmaya","5","4","0","1"
