"id","word","count","count_n","count_h","count_u"
"32696","uzaklarda","5","2","1","2"
"32733","yemyesil","5","2","3","0"
"32836","hayretler","5","3","0","2"
"32850","sekuler","5","1","0","4"
"32859","chpliler","5","4","0","1"
"32892","nefretle","5","3","1","1"
"32944","nami","5","4","1","0"
"32958","patlatti","5","2","1","2"
"33000","gorulecegi","5","1","2","2"
"33018","suriyedeki","5","3","0","2"
"33037","sorumlulugun","5","2","0","3"
"33041","tasidigi","5","1","2","2"
"33074","acilmasini","5","1","2","2"
"33079","dayanisma","5","3","1","1"
"33156","sariyi","5","4","1","0"
"33164","etmedik","5","2","0","3"
"33228","zincir","5","2","0","3"
"33252","kurbani","5","4","1","0"
"33253","olumsuzdur","5","3","0","2"
"33285","alanlarin","5","1","2","2"
"33314","beklenmedik","5","3","1","1"
"33345","hisse","5","3","0","2"
"33365","mevduat","5","5","0","0"
"33415","balonun","5","3","1","1"
"34400","azaltmak","5","4","1","0"
"34409","komisyon","5","1","3","1"
"34419","firmasinin","5","2","2","1"
"34442","dolarla","5","5","0","0"
"34457","faizleri","5","5","0","0"
"34590","ispati","5","2","1","2"
"34636","mesajlariniz","5","2","2","1"
"34641","tesekkurlerimi","5","3","2","0"
"34647","kirasi","5","3","1","1"
"34658","ucurum","5","5","0","0"
"34659","yerinize","5","4","1","0"
"34660","piyasayi","5","4","1","0"
"34665","baglayan","5","1","1","3"
"34666","gotunde","5","5","0","0"
"34671","entrylerden","5","3","1","1"
"34697","daginik","5","3","1","1"
"34702","ozgurlugun","5","3","1","1"
"77294","programa","5","1","2","2"
"77993","gotveren","5","0","2","3"
"78115","yalnizken","5","0","2","3"
"78158","tarik","5","3","1","1"
"74039","topuz","5","4","1","0"
"74338","yiyorsa","5","1","2","2"
"74477","bekasi","5","1","1","3"
"74621","verdiyse","5","2","2","1"
"74670","iliskisini","5","4","1","0"
"75006","magnum","5","2","3","0"
"71052","rahatlatmak","5","2","0","3"
"71059","uyelerinin","5","2","1","2"
"71197","yuzunuz","5","3","1","1"
"71417","arkadaslarimi","5","4","0","1"
"71477","yakinlarinin","5","1","0","4"
"71496","geleli","5","3","2","0"
"75055","altayli","5","3","1","1"
"75202","alevilik","5","1","2","2"
"75477","programini","5","2","3","0"
"75521","sekile","5","1","2","2"
"75678","global","5","2","2","1"
"76380","pkkyi","5","4","1","0"
"76717","cenazesi","5","2","1","2"
"77214","hatrina","5","1","2","2"
"71790","76","5","2","1","2"
"71900","habire","5","4","1","0"
"72158","ima","5","5","0","0"
"72170","bulutun","5","4","1","0"
"72172","serkan","5","3","1","1"
"72330","avis","5","2","0","3"
"72338","kaskolu","5","2","0","3"
"72591","niang","5","5","0","0"
"72593","hakettigini","5","3","0","2"
"73027","islerinden","5","2","1","2"
"73253","koyarim","5","4","0","1"
"73527","kirildi","5","2","1","2"
"73803","verilmedi","5","1","2","2"
"73847","karada","5","2","0","3"
"73884","tape","5","4","0","1"
"28024","annelerin","5","4","0","1"
"28027","korkusundan","5","2","1","2"
"28096","sucudur","5","1","1","3"
"28099","celiski","5","2","0","3"
"28100","herifi","5","3","0","2"
"28125","yurutulen","5","3","1","1"
"28192","yarismada","5","3","1","1"
"28193","secildigi","5","4","1","0"
"28199","olabilecegine","5","2","1","2"
"28273","yarayan","5","4","0","1"
"28282","aramizdaki","5","3","2","0"
"28313","kullaniyorlar","5","3","1","1"
"28354","karismistir","5","3","2","0"
"28357","deseydi","5","4","0","1"
"28379","bazilariniz","5","4","1","0"
"28396","akademisyen","5","3","2","0"
"28411","rast","5","5","0","0"
"28475","ayaklarinin","5","3","2","0"
"28493","sucluyu","5","2","1","2"
"28565","dusunmus","5","4","0","1"
"28573","ucaklari","5","2","3","0"
"28592","gerdege","5","5","0","0"
"28635","cektiler","5","4","1","0"
"28674","surdurulebilir","5","2","1","2"
"28728","juri","5","1","2","2"
"28758","araclara","5","2","1","2"
"28788","digerine","5","2","1","2"
"28835","capsiz","5","2","1","2"
"28839","rh","5","3","1","1"
"28844","ulasabilirler","5","4","0","1"
"28859","gotten","5","1","0","4"
"28862","anlamasi","5","2","0","3"
"28876","paranoyak","5","2","0","3"
"28878","sirayet","5","3","0","2"
"28892","organ","5","5","0","0"
"28893","seversin","5","4","1","0"
"28952","yaziyorsunuz","5","4","1","0"
"28957","cekerim","5","2","2","1"
"29003","bildin","5","1","3","1"
"29031","cesidi","5","2","3","0"
"29039","suursuz","5","5","0","0"
"29110","annelerinin","5","3","1","1"
"30256","oldugumuza","5","4","0","1"
"30259","efendisi","5","1","3","1"
"30260","olsalar","5","2","2","1"
"30300","robert","5","4","1","0"
"30323","oynamistir","5","5","0","0"
"30353","yemesi","5","4","0","1"
"30395","portekizin","5","4","1","0"
"30411","golune","5","5","0","0"
"30418","mucadelede","5","3","1","1"
"30422","almanyayi","5","4","0","1"
"30456","bulmustu","5","2","2","1"
"30480","gazla","5","5","0","0"
"30498","low","5","5","0","0"
"30508","haysiyet","5","3","0","2"
"30581","yatmaya","5","2","2","1"
"30605","kacirilan","5","4","0","1"
"30612","gecmesin","5","2","2","1"
"30672","gonderdiler","5","3","2","0"
"30679","inandirici","5","1","2","2"
"30680","olmayacagina","5","0","3","2"
"30712","orneklerinden","5","4","1","0"
"30719","akrabasi","5","2","1","2"
"30724","mallari","5","3","2","0"
"30789","irki","5","4","0","1"
"30831","ilimli","5","3","1","1"
"30850","cikolata","5","3","2","0"
"30863","olamazdi","5","1","3","1"
"30870","formaya","5","4","1","0"
"30941","elendi","5","3","2","0"
"30971","donemini","5","4","0","1"
"30978","kayserispor","5","4","1","0"
"31004","seneyi","5","3","0","2"
"31024","laflarini","5","3","0","2"
"31045","liverpoolu","5","5","0","0"
"31054","atladi","5","4","1","0"
"31089","gectiginiz","5","3","1","1"
"31124","formati","5","4","0","1"
"31155","baskanina","5","3","0","2"
"31157","60i","5","4","1","0"
"31161","rakiplerinin","5","4","1","0"
"31192","futbolcularini","5","4","0","1"
"31194","biliyormus","5","3","0","2"
"31206","cekiyoruz","5","2","2","1"
"31227","bini","5","4","0","1"
"31228","gecerdi","5","5","0","0"
"31257","gazoz","5","2","1","2"
"31282","deha","5","2","2","1"
"31286","sinsi","5","2","2","1"
"31309","kapisi","5","1","1","3"
"31361","beste","5","3","2","0"
"29163","kizlarinin","5","5","0","0"
"29247","seriyi","5","5","0","0"
"29271","anlatmasi","5","3","0","2"
"29323","cogunda","5","2","2","1"
"29338","giderseniz","5","1","3","1"
"29420","nitelik","5","3","2","0"
"29492","yaratma","5","3","2","0"
"29540","gorunse","5","3","1","1"
"29588","ironiyi","5","3","0","2"
"29663","sormayin","5","4","0","1"
"29665","sehitler","5","2","0","3"
"29673","hakkinizi","5","3","0","2"
"29686","bizlerin","5","3","0","2"
"29710","birliginden","5","2","2","1"
"29717","utansin","5","2","2","1"
"29718","gercekse","5","3","1","1"
"29733","inanmayanlar","5","4","0","1"
"29764","yemeyelim","5","2","0","3"
"29786","terorden","5","1","1","3"
"29789","duvarina","5","0","2","3"
"29795","cia","5","1","3","1"
"29804","atmadi","5","3","1","1"
"29830","orgutlere","5","2","0","3"
"29849","saldirilari","5","4","0","1"
"29906","beyinde","5","3","1","1"
"29970","kirar","5","3","1","1"
"29987","oder","5","2","0","3"
"29990","dusmustu","5","2","2","1"
"30001","tahliye","5","3","0","2"
"30043","olamazsin","5","5","0","0"
"30095","babaniz","5","1","1","3"
"30103","anlatiyorsun","5","2","1","2"
"30129","etmeyelim","5","3","0","2"
"30130","yasayalim","5","2","1","2"
"30133","batan","5","1","1","3"
"30159","bagimli","5","3","1","1"
"30167","kasmaya","5","2","3","0"
"30228","begendigi","5","3","1","1"
"24645","vajina","5","2","2","1"
"24662","icimizdeki","5","2","2","1"
"24665","kardesimi","5","2","1","2"
"24683","basbakanimiz","5","3","1","1"
"24696","ve","5","2","0","3"
"24712","okyanus","5","1","1","3"
"24739","beklemiyordum","5","3","0","2"
"24790","sozcusu","5","3","0","2"
"24836","haftadan","5","1","2","2"
"24845","degistirecek","5","3","1","1"
"24855","sikeden","5","3","0","2"
"24861","hatamiz","5","0","2","3"
"24866","duyurusunda","5","3","0","2"
"24911","open","5","1","1","3"
"24930","why","5","3","1","1"
"24950","seba","5","4","0","1"
"24968","sicacik","5","3","2","0"
"24971","tanir","5","2","1","2"
"24988","eskisehirde","5","3","1","1"
"25027","maliye","5","4","0","1"
"25033","baktigim","5","3","1","1"
"25041","ilgim","5","2","1","2"
"25047","arzu","5","4","1","0"
"25053","zil","5","2","1","2"
"25068","bindi","5","0","1","4"
"25070","binmek","5","2","1","2"
"25104","fikirlerimi","5","2","1","2"
"25108","ezber","5","1","1","3"
"25121","burosuna","5","2","2","1"
"25160","cikabiliyor","5","3","2","0"
"25281","bdp","5","1","1","3"
"25341","tras","5","3","1","1"
"25352","helaldir","5","2","2","1"
"25377","tonlarca","5","4","0","1"
"25398","takar","5","3","2","0"
"25409","sifat","5","4","0","1"
"25425","2012de","5","3","1","1"
"25465","sezer","5","3","1","1"
"25473","eboue","5","4","1","0"
"25529","politikalari","5","3","1","1"
"25531","demografik","5","2","0","3"
"25533","seren","5","2","2","1"
"25542","karsilastigim","5","1","1","3"
"25544","kucaginda","5","2","1","2"
"25572","esik","5","3","1","1"
"25619","universitelere","5","0","3","2"
"25623","biraksinlar","5","1","2","2"
"25634","yenisini","5","2","2","1"
"25711","suca","5","1","1","3"
"25732","parkta","5","1","0","4"
"26885","vermemiz","5","3","1","1"
"26893","demesini","5","3","1","1"
"26900","gorulmus","5","2","0","3"
"26920","birlesmis","5","3","1","1"
"26935","sattigi","5","3","1","1"
"26988","sonlari","5","3","2","0"
"27022","haberlerini","5","2","1","2"
"27027","sevismek","5","3","2","0"
"27054","kemalist","5","2","2","1"
"27055","muhimmat","5","2","1","2"
"27121","misli","5","4","0","1"
"27156","yasaklandi","5","4","1","0"
"27167","bankalardan","5","5","0","0"
"27174","istediniz","5","4","1","0"
"27221","kardeslerime","5","2","3","0"
"27229","yenen","5","3","2","0"
"27238","kazaninca","5","1","3","1"
"27241","ite","5","2","2","1"
"27243","ceyregi","5","3","2","0"
"27246","yar","5","2","3","0"
"27254","evren","5","2","1","2"
"27263","eyy","5","0","1","4"
"27270","cevir","5","0","3","2"
"27282","capi","5","4","1","0"
"27305","isa","5","0","3","2"
"27347","dusmemek","5","4","1","0"
"27398","oynayabilecek","5","5","0","0"
"27415","agirlikli","5","1","3","1"
"27432","yolunun","5","2","2","1"
"27447","tore","5","5","0","0"
"27522","pres","5","5","0","0"
"27568","kavlak","5","5","0","0"
"27605","suphem","5","5","0","0"
"27620","fikirler","5","3","1","1"
"27639","gonullusu","5","3","2","0"
"27714","cezaya","5","2","1","2"
"27731","gittiginizde","5","2","1","2"
"27782","almanyaya","5","1","0","4"
"27797","asalak","5","2","0","3"
"27846","kasan","5","1","0","4"
"27851","gittikleri","5","2","0","3"
"27858","kesmeye","5","1","0","4"
"27868","savunulmaya","5","3","0","2"
"27878","paramiz","5","3","0","2"
"27909","belkide","5","2","1","2"
"27912","cocuktan","5","1","2","2"
"27930","fakirlik","5","1","0","4"
"27983","sanal","5","3","1","1"
"23570","kendilerince","5","1","3","1"
"23580","kanin","5","3","1","1"
"23588","bacaklari","5","2","3","0"
"23590","uzanip","5","2","3","0"
"23604","davranin","5","1","2","2"
"23629","yukumlu","5","2","2","1"
"23646","firlamis","5","3","1","1"
"23652","dondugunde","5","1","3","1"
"23655","atacagi","5","3","1","1"
"23668","cevreyi","5","3","0","2"
"23687","kostugu","5","2","1","2"
"23703","besleniyor","5","0","2","3"
"23726","gorkemli","5","3","2","0"
"23729","sevgilinin","5","4","1","0"
"23736","unutmasin","5","1","2","2"
"23763","bankalarin","5","3","1","1"
"23782","kampanyanin","5","1","3","1"
"23783","hesapta","5","2","2","1"
"23787","yapabiliriz","5","2","2","1"
"23797","elinizi","5","1","2","2"
"23799","kiyida","5","2","2","1"
"23807","tr","5","0","1","4"
"23809","usd","5","1","2","2"
"23816","mahallesi","5","3","1","1"
"23832","dokunan","5","3","1","1"
"23842","sozlerin","5","3","1","1"
"23858","oneri","5","3","0","2"
"23859","listesinde","5","5","0","0"
"23875","telefonlara","5","1","3","1"
"23896","ilham","5","1","3","1"
"23944","diliminde","5","2","0","3"
"23996","sayfalarini","5","1","3","1"
"24009","cocuklardir","5","1","0","4"
"24019","bebege","5","0","2","3"
"24040","edit1","5","0","3","2"
"24060","tutuldugu","5","2","0","3"
"24120","birakmayan","5","2","1","2"
"24126","sayenizde","5","1","2","2"
"24133","yapisina","5","2","2","1"
"24172","saskinligi","5","3","0","2"
"24213","liderler","5","2","0","3"
"24217","kriteri","5","2","2","1"
"24317","vahsice","5","4","0","1"
"24342","yakma","5","3","2","0"
"24379","katilin","5","3","2","0"
"24439","olusune","5","1","4","0"
"24458","ilgilidir","5","1","2","2"
"24477","cikiyorsun","5","3","0","2"
"24532","yetkileri","5","2","1","2"
"24561","davranislarda","5","4","0","1"
"24585","ozelliklerini","5","4","1","0"
"24602","yirtan","5","2","2","1"
"24606","dolacak","5","2","1","2"
"24608","saibeli","5","2","0","3"
"24639","yeridir","5","3","1","1"
"25837","yaratacak","5","3","1","1"
"25868","ilerleyen","5","2","2","1"
"25887","ferhat","5","2","2","1"
"25906","eylemde","5","1","0","4"
"25916","donanimli","5","3","1","1"
"25948","baskaydi","5","3","1","1"
"25968","vurus","5","2","1","2"
"26053","duygularin","5","1","2","2"
"26066","seviyesinden","5","4","0","1"
"26069","anlasilabilir","5","3","0","2"
"26114","soruyoruz","5","1","2","2"
"26134","ilgilendirmeyen","5","2","2","1"
"26136","reklamdir","5","1","3","1"
"26141","alem","5","1","2","2"
"26144","cekmisler","5","1","3","1"
"26150","milyonu","5","1","3","1"
"26153","vermiyorlar","5","2","3","0"
"26185","telefonum","5","3","0","2"
"26197","telefonumu","5","2","1","2"
"26233","tercume","5","3","0","2"
"26246","slaven","5","5","0","0"
"26248","hemfikir","5","3","1","1"
"26262","stat","5","3","1","1"
"26273","ihbar","5","4","0","1"
"26274","tekin","5","3","0","2"
"26279","sanmayin","5","1","1","3"
"26304","liverpoola","5","3","1","1"
"26316","girdiniz","5","4","0","1"
"26323","oynamayan","5","4","0","1"
"26340","dustuk","5","4","0","1"
"26363","maclara","5","3","0","2"
"26385","olusturmaya","5","3","0","2"
"26402","gitmesini","5","3","0","2"
"26449","bulundugumuz","5","2","1","2"
"26464","etrafa","5","2","2","1"
"26474","tebessumle","5","2","2","1"
"26549","alkolun","5","2","1","2"
"26558","heyecanini","5","2","2","1"
"26659","karakterini","5","4","0","1"
"26686","madridin","5","5","0","0"
"26687","uzuldugum","5","3","0","2"
"26695","yunanistanda","5","4","1","0"
"26734","birakmiyor","5","2","0","3"
"26742","sehirlerine","5","2","1","2"
"26751","uretici","5","4","0","1"
"26752","soruna","5","4","1","0"
"26754","devletimiz","5","3","0","2"
"26796","memleketine","5","1","2","2"
"26813","cozulur","5","4","0","1"
"26865","etkilenen","5","2","2","1"
"56036","adamidir","5","3","2","0"
"56145","otursun","5","3","1","1"
"56195","mri","5","1","3","1"
"56205","elektrigin","5","4","1","0"
"56244","kesti","5","3","1","1"
"56275","ford","5","4","0","1"
"56312","radar","5","3","2","0"
"56322","cevresinden","5","3","0","2"
"56415","sahipti","5","3","2","0"
"56435","dusunuluyor","5","5","0","0"
"56471","tasimaya","5","3","1","1"
"56657","konferans","5","2","1","2"
"56789","gunlerinde","5","2","2","1"
"56947","taninmis","5","1","3","1"
"56988","yakininda","5","1","1","3"
"57053","cikmayan","5","1","3","1"
"57064","muhendisler","5","1","3","1"
"57079","tahrip","5","3","1","1"
"57351","bilinc","5","2","2","1"
"57405","kazaniyorlar","5","3","0","2"
"57520","bankalara","5","4","0","1"
"57570","anlarda","5","1","4","0"
"57582","karsilamak","5","2","1","2"
"57586","esiniz","5","4","1","0"
"57666","yurumez","5","3","1","1"
"57689","kafalarina","5","5","0","0"
"57742","ciglik","5","2","0","3"
"57780","sahipligi","5","4","0","1"
"57783","kizda","5","2","2","1"
"57945","donarak","5","3","1","1"
"57993","muhtelif","5","3","1","1"
"58020","meselesinde","5","3","1","1"
"58131","illerinde","5","0","1","4"
"58158","olusumlar","5","2","0","3"
"58168","ordunun","5","1","1","3"
"58230","vicdanini","5","1","1","3"
"59411","agizlarina","5","0","4","1"
"59425","gozyaslari","5","4","1","0"
"59431","maasla","5","1","1","3"
"59627","ilki","5","4","0","1"
"59657","aklimiza","5","2","2","1"
"59666","hede","5","0","1","4"
"59732","aslanim","5","3","1","1"
"59774","egitimini","5","1","2","2"
"59776","cevaplarin","5","1","2","2"
"59841","denemis","5","4","1","0"
"59905","hepten","5","2","2","1"
"59992","beline","5","0","3","2"
"60005","olsaydin","5","1","4","0"
"60304","sahipsin","5","4","1","0"
"60356","analoji","5","3","1","1"
"60517","surecin","5","4","1","0"
"60644","karakterinin","5","1","3","1"
"60789","dinlerin","5","3","2","0"
"60791","yaratmistir","5","3","1","1"
"60873","yazmasi","5","4","1","0"
"60888","gsli","5","2","2","1"
"60906","not2","5","4","0","1"
"60976","bulunduklari","5","4","1","0"
"61006","arena","5","4","1","0"
"61216","referandumdan","5","4","0","1"
"61228","butcesi","5","5","0","0"
"61259","oylama","5","4","0","1"
"61331","sozluklerde","5","2","2","1"
"61387","kulp","5","4","0","1"
"61431","lpg","5","4","1","0"
"54889","kilar","5","2","1","2"
"54905","sorununu","5","4","0","1"
"54908","dusurur","5","2","3","0"
"54925","basliklarda","5","3","1","1"
"54978","bazli","5","5","0","0"
"54985","siralama","5","5","0","0"
"55005","paneli","5","5","0","0"
"55050","tumunu","5","3","0","2"
"55078","irili","5","2","1","2"
"55079","ufakli","5","2","1","2"
"55147","isimde","5","3","1","1"
"55150","girmemis","5","4","0","1"
"55155","entrylerini","5","3","1","1"
"55282","xi","5","2","2","1"
"55293","ornektir","5","2","2","1"
"55485","atlayarak","5","3","1","1"
"55539","denilebilir","5","3","0","2"
"55578","kufredip","5","1","1","3"
"55666","belirtilen","5","4","1","0"
"55685","gerekmektedir","5","2","2","1"
"55704","entrysini","5","3","1","1"
"55736","topluyoruz","5","1","1","3"
"55769","kapidan","5","1","3","1"
"55776","birakiyorum","5","2","1","2"
"55823","elemanlari","5","3","1","1"
"55872","provoke","5","1","0","4"
"55883","ayarini","5","2","1","2"
"55940","ozurlu","5","1","3","1"
"55965","gerekendir","5","3","1","1"
"55970","veremeyen","5","2","2","1"
"55983","kaynagini","5","4","0","1"
"55995","plaza","5","3","0","2"
"58257","hadep","5","1","0","4"
"58269","meselesini","5","2","2","1"
"58275","dertler","5","2","2","1"
"58327","husnu","5","1","3","1"
"58393","demirtasa","5","1","4","0"
"58563","papaz","5","2","2","1"
"58564","programlarinda","5","2","0","3"
"58589","bombayla","5","1","2","2"
"58627","basmaya","5","3","1","1"
"58717","havalimani","5","2","1","2"
"58805","elestirileri","5","3","1","1"
"58864","yalaka","5","3","0","2"
"58954","olanlardan","5","2","1","2"
"58980","sensiz","5","2","1","2"
"59012","onla","5","4","1","0"
"59085","dize","5","3","1","1"
"59086","ataturke","5","2","3","0"
"59088","karizma","5","3","2","0"
"59113","varligindan","5","2","1","2"
"59157","kimlerin","5","2","1","2"
"61823","tutarken","5","3","0","2"
"61892","faaliyetleri","5","3","0","2"
"61907","korkarim","5","2","1","2"
"61984","kavgali","5","2","2","1"
"62022","trabzonlu","5","4","0","1"
"62029","pence","5","3","1","1"
"62040","diyemem","5","1","2","2"
"62091","senelerde","5","3","2","0"
"62114","koyuyor","5","2","2","1"
"62177","sikiyorsun","5","3","1","1"
"62431","ofis","5","2","1","2"
"62599","yardiran","5","2","1","2"
"62617","ila","5","4","1","0"
"62701","misali","5","1","1","3"
"4491","karakterler","5","2","1","2"
"4520","biriyim","5","4","0","1"
"4523","serisinde","5","4","1","0"
"4553","ikilisi","5","3","1","1"
"4574","tabu","5","3","1","1"
"4584","edebi","5","2","2","1"
"4588","degilimdir","5","4","0","1"
"4598","takildigim","5","2","3","0"
"4705","damgasini","5","4","0","1"
"4749","aciklik","5","4","0","1"
"4750","getireyim","5","3","2","0"
"4801","ulastim","5","2","3","0"
"4812","cikamazsin","5","3","2","0"
"4842","tabloyu","5","2","1","2"
"4872","kullananlar","5","2","1","2"
"4882","haftasi","5","2","1","2"
"4883","amcik","5","0","3","2"
"4886","istinaden","5","3","0","2"
"4907","yukselir","5","3","1","1"
"4911","ogretmeye","5","3","1","1"
"4925","diregin","5","2","2","1"
"4929","korsan","5","1","2","2"
"4950","adamlarini","5","1","2","2"
"4952","sokmus","5","2","1","2"
"4997","talebinde","5","3","1","1"
"5002","gozleriyle","5","2","2","1"
"5056","isteriz","5","4","0","1"
"5079","soyleyim","5","2","2","1"
"5117","problemler","5","3","0","2"
"5123","erman","5","3","1","1"
"5127","olmayacagi","5","3","0","2"
"5182","inmis","5","1","3","1"
"5187","hamleler","5","1","0","4"
"5226","geceki","5","2","1","2"
"5256","itinayla","5","3","1","1"
"5266","mazot","5","1","0","4"
"5271","cuval","5","2","2","1"
"5284","uzereyim","5","2","2","1"
"5330","galatasaraydan","5","4","0","1"
"5418","liginin","5","4","1","0"
"5485","allahu","5","3","2","0"
"5499","buyuktur","5","4","1","0"
"5520","allahuekber","5","3","1","1"
"5621","basak","5","2","3","0"
"5634","sozlukun","5","2","3","0"
"5645","ip","5","3","1","1"
"5661","durusunu","5","3","1","1"
"5693","potansiyele","5","4","1","0"
"5695","vizyonu","5","2","2","1"
"5744","oynayacagi","5","3","1","1"
"5776","trabzonsporlu","5","3","1","1"
"5887","yediler","5","2","2","1"
"5891","hatirlatmak","5","4","1","0"
"5896","kuracak","5","3","0","2"
"5910","suanda","5","3","2","0"
"5950","icindeyiz","5","1","2","2"
"5976","yonetsin","5","1","1","3"
"5985","alamaz","5","1","1","3"
"5992","hatirlarsiniz","5","1","0","4"
"6026","uzulmem","5","3","1","1"
"6044","yaw","5","4","0","1"
"6047","kirikligi","5","3","0","2"
"6052","ekmegine","5","1","1","3"
"6065","sicip","5","3","1","1"
"6131","cikarlari","5","1","1","3"
"6138","biktik","5","2","0","3"
"6143","argumanlar","5","3","1","1"
"6144","degismedi","5","4","0","1"
"6159","acmistir","5","5","0","0"
"6165","hrant","5","3","0","2"
"6186","kokeni","5","3","2","0"
"6211","savunur","5","2","0","3"
"6218","bozulmasin","5","1","2","2"
"6252","cezaevinde","5","2","0","3"
"6288","oranini","5","4","1","0"
"6328","bitmeyecek","5","3","0","2"
"6341","kavgaya","5","2","2","1"
"6372","turkcu","5","3","0","2"
"6461","malzemeleri","5","4","1","0"
"6494","kiyafetleri","5","1","2","2"
"6496","cinde","5","3","1","1"
"6500","alacakti","5","4","0","1"
"6509","kiyafetler","5","2","1","2"
"6513","cins","5","0","2","3"
"6518","seytana","5","2","0","3"
"6527","seversen","5","3","1","1"
"6531","atlar","5","1","2","2"
"6547","arasini","5","4","0","1"
"6549","kullaniyordu","5","4","0","1"
"6567","bagirdi","5","1","3","1"
"6603","ulkece","5","3","0","2"
"6641","ictigi","5","1","2","2"
"6695","sicakligini","5","1","3","1"
"6713","ulastigim","5","2","2","1"
"6715","basvurdum","5","1","3","1"
"6719","ediyormus","5","2","1","2"
"27","yapilmadi","5","3","0","2"
"95","hatirlamak","5","3","1","1"
"122","dondurmasi","5","4","0","1"
"148","etmislerdi","5","2","1","2"
"202","tepkim","5","4","0","1"
"203","geziyi","5","3","1","1"
"212","bagdat","5","4","0","1"
"288","kulupte","5","3","0","2"
"331","takimimiz","5","4","0","1"
"374","atarli","5","3","1","1"
"531","emreyi","5","3","0","2"
"558","turevi","5","3","1","1"
"591","yucel","5","2","1","2"
"626","mahkemeleri","5","3","0","2"
"673","cekilip","5","2","1","2"
"678","sunmus","5","1","1","3"
"788","travma","5","3","0","2"
"791","gorgu","5","1","0","4"
"867","give","5","4","0","1"
"912","if","5","2","2","1"
"918","from","5","3","1","1"
"924","post","5","3","0","2"
"938","attack","5","2","1","2"
"951","how","5","2","1","2"
"978","acacak","5","2","2","1"
"1064","olayinda","5","2","1","2"
"1083","savunmayi","5","2","2","1"
"1117","dilinde","5","3","1","1"
"1134","hatasini","5","4","0","1"
"1135","yapmisim","5","2","0","3"
"1146","yazmiyorum","5","4","0","1"
"1186","ozelestiri","5","2","1","2"
"1204","yaptigimi","5","0","3","2"
"1226","arastirip","5","1","2","2"
"1261","onlemek","5","2","1","2"
"1291","milyoner","5","2","2","1"
"1295","ictim","5","1","4","0"
"1361","kg","5","2","1","2"
"1390","calmaya","5","2","2","1"
"1405","apaci","5","1","2","2"
"1571","seveni","5","1","2","2"
"1716","alcak","5","1","2","2"
"1724","agizdan","5","3","0","2"
"1730","sasirtmayan","5","1","0","4"
"1782","hakemlere","5","0","3","2"
"1802","banko","5","2","2","1"
"1805","sulh","5","2","2","1"
"1822","sorusunun","5","3","2","0"
"1826","olene","5","2","1","2"
"1832","istemedim","5","1","1","3"
"1915","yasamda","5","3","1","1"
"1966","soylediler","5","2","1","2"
"2017","izlemedim","5","3","1","1"
"2023","satarak","5","3","2","0"
"2027","ustad","5","3","2","0"
"2051","attiklari","5","2","2","1"
"2062","dolandirici","5","0","1","4"
"2065","muslumanlari","5","2","1","2"
"2112","hosgeldin","5","2","1","2"
"2129","kumar","5","2","1","2"
"2139","toplumdan","5","1","1","3"
"2149","yatirimcilar","5","4","0","1"
"2151","sigorta","5","2","1","2"
"2262","cicekler","5","1","3","1"
"2270","adin","5","2","2","1"
"2271","yazilacak","5","2","0","3"
"2272","karsiliksiz","5","0","2","3"
"2305","birikmis","5","2","1","2"
"2336","elhamdulillah","5","2","3","0"
"2349","salakca","5","1","1","3"
"2413","gectikten","5","2","3","0"
"2469","ayakli","5","2","2","1"
"2495","derecesi","5","3","2","0"
"2520","pazarinda","5","2","3","0"
"2609","gosterirken","5","5","0","0"
"2698","kurdular","5","2","2","1"
"2711","surup","5","3","1","1"
"2739","doldurdugu","5","1","4","0"
"2763","komsusu","5","1","2","2"
"2776","hizini","5","3","2","0"
"2789","orgutune","5","1","1","3"
"2798","komsunun","5","1","1","3"
"2814","surusunu","5","4","1","0"
"2835","musade","5","2","1","2"
"2937","olmasalar","5","2","0","3"
"2944","valisi","5","0","3","2"
"2949","kisilerdir","5","3","1","1"
"2962","kurumlara","5","1","1","3"
"2978","sikan","5","0","3","2"
"2979","plastik","5","3","1","1"
"3014","haysiyetsiz","5","0","0","5"
"3118","ilber","5","2","1","2"
"3137","bahsedip","5","2","2","1"
"3139","goy","5","5","0","0"
"3154","yapistirmis","5","2","0","3"
"3158","ecevit","5","4","1","0"
"3176","baykal","5","3","2","0"
"3215","gazetecinin","5","3","1","1"
"3282","kasedi","5","2","0","3"
"3290","genclerden","5","2","2","1"
"3326","sallayarak","5","2","2","1"
"3330","kattaki","5","0","3","2"
"3337","yuksekten","5","3","1","1"
"3347","binada","5","4","0","1"
"6728","okulunu","5","2","2","1"
"6731","askerde","5","3","1","1"
"6751","hizlica","5","3","1","1"
"6843","durakta","5","2","1","2"
"6848","binmesi","5","3","0","2"
"6868","mendil","5","1","2","2"
"6869","bilemedin","5","3","2","0"
"6877","gormedigim","5","4","1","0"
"6887","kullandim","5","2","3","0"
"6909","yuzuk","5","2","3","0"
"6912","calisanlarinin","5","3","0","2"
"6941","evlenir","5","2","2","1"
"6978","acele","5","1","2","2"
"7002","anneyi","5","2","2","1"
"7037","durumum","5","2","2","1"
"7055","sandalyeden","5","2","3","0"
"7062","so","5","3","2","0"
"7069","destekliyor","5","3","2","0"
"7088","sayfalari","5","2","1","2"
"7098","kadinlarinin","5","2","3","0"
"7114","ugradigi","5","0","2","3"
"7152","ruhuna","5","3","2","0"
"7206","kapatarak","5","2","3","0"
